Days_for_shipping_(real),Days_for_shipment_(scheduled),Delivery_Status,Late_delivery_risk,Customer_City,Customer_Country,Customer_Zipcode,Latitude,Longitude,Market,Order_City,Order_Country,Order_Region,Order_State,Order_Status,Product_Name,Product_Price,Shipping_Mode,order_date,order_time,shipping_date,shipping_time,processing_time,shipment_status,order_city_latitude,order_city_longitude,distance,multiplier,approx_time,transit_time,effective_delivery_time
2,4,Advance shipping,0,Rego Park,USA,11374,40.73192978,-73.8688736,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Lawn mower,532.5800171,Standard Class,18-11-2024,6:35:00,20-11-2024,6:35:00,2,On time,12.9789,77.5917,13359.11125,1,13359.1113,4,6
5,4,Late delivery,1,West New York,USA,7093,40.78874207,-74.00895691,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,26-12-2022,3:31:00,31-12-2022,3:31:00,5,Delayed,12.9789,77.5917,13360.12047,1,13360.1205,4,9
5,4,Late delivery,1,Lompoc,USA,93436,34.58764267,-120.4081879,Pacific Asia,Belgaum,India,South Asia,Karnataka,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,12-12-2022,4:56:00,17-12-2022,4:56:00,5,Delayed,15.85,74.5,14189.3943,1,14189.3943,4,9
2,4,Advance shipping,0,Yonkers,USA,10701,40.93531036,-73.8874588,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,25-12-2022,10:42:00,27-12-2022,10:42:00,2,On time,12.9789,77.5917,13340.88524,1,13340.8852,4,6
3,4,Advance shipping,0,San Antonio,USA,78227,29.4257412,-98.55130768,Pacific Asia,Bellary,India,South Asia,Karnataka,PENDING,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,Standard Class,30-10-2022,13:14:00,02-11-2022,13:14:00,3,On time,15.1,76.9167,15040.20763,1,15040.2076,4,7
6,4,Shipping canceled,0,West Covina,USA,91790,34.07167816,-117.9440765,Pacific Asia,Hubli,India,South Asia,Karnataka,SUSPECTED_FRAUD,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,19-12-2022,10:43:00,25-12-2022,10:43:00,6,Delayed,15.3502,75.1376,14347.70467,1,14347.7047,4,10
6,4,Shipping canceled,0,West Covina,USA,91790,34.07167816,-117.9440765,Pacific Asia,Hubli,India,South Asia,Karnataka,SUSPECTED_FRAUD,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,19-12-2022,10:43:00,25-12-2022,10:43:00,6,Delayed,15.355,75.1362,14347.22294,1,14347.2229,4,10
3,4,Advance shipping,0,Guayama,Puerto Rico,784,39.49591446,-98.98998261,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,23-02-2023,2:13:00,26-02-2023,2:13:00,3,On time,13.0825,80.275,14168.13773,1,14168.1377,4,7
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.23596954,-66.37060547,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,14-11-2022,7:47:00,19-11-2022,7:47:00,5,Delayed,12.9789,77.5917,14755.17716,1,14755.1772,4,9
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.26498413,-66.37059021,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PROCESSING,Glove It Women's Mod Oval Golf Glove,19.98999977,Standard Class,10-01-2023,14:11:00,13-01-2023,14:11:00,3,On time,13.0825,80.275,14962.53527,1,14962.5353,4,7
3,4,Advance shipping,0,Guayama,Puerto Rico,784,39.49591446,-98.98998261,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PENDING,Glove It Women's Mod Oval Golf Glove,19.98999977,Standard Class,23-02-2023,2:13:00,26-02-2023,2:13:00,3,On time,13.0825,80.275,14168.13773,1,14168.1377,4,7
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.28022385,-66.03705597,Pacific Asia,Salem,India,South Asia,Tamil Nadu,CLOSED,First aid kit,293.0400085,First Class,21-11-2024,9:54:00,23-11-2024,9:54:00,2,On time,11.65,78.15,14866.08168,0.5,7433.0408,2,4
6,2,Late delivery,1,Caguas,Puerto Rico,725,18.21426201,-66.3705368,Pacific Asia,Mangalore,India,South Asia,Karnataka,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Second Class,10-02-2023,13:58:00,16-02-2023,13:58:00,6,Delayed,12.8681,74.8425,14534.17053,0.8,11627.3364,3,9
6,2,Late delivery,1,Caguas,Puerto Rico,725,18.21426201,-66.3705368,Pacific Asia,Mangalore,India,South Asia,Karnataka,CLOSED,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,10-02-2023,13:58:00,16-02-2023,13:58:00,6,Delayed,12.8681,74.8425,14534.17053,0.8,11627.3364,3,9
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.27875328,-66.03705597,Pacific Asia,Madurai,India,South Asia,Tamil Nadu,CLOSED,Fighting video games,39.75,Standard Class,09-12-2024,1:07:00,14-12-2024,1:07:00,5,Delayed,9.9252,78.1198,14984.64784,1,14984.6478,4,9
2,1,Late delivery,1,Pittsfield,USA,1201,42.45938873,-73.22673035,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,19-11-2022,0:15:00,21-11-2022,0:15:00,2,On time,13.0825,80.275,13272.34975,0.5,6636.1749,2,4
2,1,Late delivery,1,York,USA,17404,39.95479965,-76.75787354,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,17-11-2022,20:55:00,19-11-2022,20:55:00,2,On time,11.1085,77.3411,13739.96425,0.5,6869.9821,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21784592,-66.3705368,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,16-11-2022,11:59:00,18-11-2022,11:59:00,2,On time,15.3502,75.1376,14384.10434,0.5,7192.0522,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21784592,-66.3705368,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,16-11-2022,11:59:00,18-11-2022,11:59:00,2,On time,15.355,75.1362,14383.64558,0.5,7191.8228,2,4
2,1,Late delivery,1,Morrisville,USA,19067,35.81321335,-78.87046814,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,16-11-2022,11:38:00,18-11-2022,11:38:00,2,On time,15.3502,75.1376,13702.59117,0.5,6851.2956,2,4
2,1,Late delivery,1,Morrisville,USA,19067,35.81321335,-78.87046814,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,16-11-2022,11:38:00,18-11-2022,11:38:00,2,On time,15.355,75.1362,13702.04422,0.5,6851.0221,2,4
4,4,Shipping on time,0,San Francisco,USA,94122,37.80073547,-122.4436111,Pacific Asia,Madurai,India,South Asia,Tamil Nadu,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,16-11-2022,10:14:00,20-11-2022,10:14:00,4,Delayed,9.9252,78.1198,14293.20183,1,14293.2018,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.22071266,-66.3705368,Pacific Asia,Madurai,India,South Asia,Tamil Nadu,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,11-11-2022,16:22:00,15-11-2022,16:22:00,4,Delayed,9.9252,78.1198,15016.98655,1,15016.9865,4,8
3,4,Advance shipping,0,Brooklyn,USA,11201,40.62839508,-73.94129944,Pacific Asia,Bijapur,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,09-11-2022,0:57:00,12-11-2022,0:57:00,3,On time,16.83,75.71,12898.56794,1,12898.5679,3,6
6,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.26630783,-66.37058258,Pacific Asia,Bijapur,India,South Asia,Karnataka,SUSPECTED_FRAUD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,09-11-2022,0:15:00,15-11-2022,0:15:00,6,Delayed,16.83,75.71,14319.32833,1,14319.3283,4,10
5,4,Late delivery,1,El Paso,USA,79924,31.89463425,-106.4120712,Pacific Asia,Bijapur,India,South Asia,Karnataka,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,08-11-2022,23:54:00,13-11-2022,23:54:00,5,Delayed,16.83,75.71,14592.43174,1,14592.4317,4,9
5,4,Late delivery,1,El Paso,USA,79924,31.89463425,-106.4120712,Pacific Asia,Bijapur,India,South Asia,Karnataka,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,08-11-2022,23:54:00,13-11-2022,23:54:00,5,Delayed,16.83,75.71,14592.43174,1,14592.4317,4,9
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.29111862,-66.3705368,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,25-12-2022,12:06:00,31-12-2022,12:06:00,6,Delayed,12.9789,77.5917,14751.33261,1,14751.3326,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.29111862,-66.3705368,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,25-12-2022,12:06:00,31-12-2022,12:06:00,6,Delayed,12.9789,77.5917,14751.33261,1,14751.3326,4,10
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.29444695,-66.37054443,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,01-11-2022,2:22:00,05-11-2022,2:22:00,4,Delayed,13.1147,80.1098,14944.8183,1,14944.8183,4,8
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.29111862,-66.3705368,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,25-12-2022,12:06:00,31-12-2022,12:06:00,6,Delayed,12.9789,77.5917,14751.33261,1,14751.3326,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.29111862,-66.3705368,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,25-12-2022,12:06:00,31-12-2022,12:06:00,6,Delayed,12.9789,77.5917,14751.33261,1,14751.3326,4,10
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.29444695,-66.37054443,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,01-11-2022,2:22:00,05-11-2022,2:22:00,4,Delayed,13.1147,80.1098,14944.8183,1,14944.8183,4,8
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.43495941,-66.36897278,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,First Class,25-02-2023,2:12:00,27-02-2023,2:12:00,2,On time,12.9789,77.5917,14741.17597,0.5,7370.588,2,4
4,4,Shipping on time,0,Rancho Cordova,USA,95670,38.60139084,-121.2836609,Pacific Asia,Coimbatore,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,14-03-2023,2:32:00,18-03-2023,2:32:00,4,Delayed,11.0167,76.9556,14181.98828,1,14181.9883,4,8
3,4,Advance shipping,0,Simi Valley,USA,93063,34.26791382,-118.6712112,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,ON_HOLD,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,13-03-2023,22:41:00,16-03-2023,22:41:00,3,On time,13.0825,80.275,14381.80269,1,14381.8027,4,7
6,4,Late delivery,1,Doylestown,USA,18901,40.31143951,-75.13288879,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,11-03-2023,22:41:00,17-03-2023,22:41:00,6,Delayed,12.9789,77.5917,13455.36314,1,13455.3631,4,10
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.23605919,-66.37056732,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,09-03-2023,7:58:00,11-03-2023,7:58:00,2,On time,13.1147,80.1098,14949.09209,1,14949.0921,4,6
3,4,Advance shipping,0,Clearfield,USA,84015,41.09803391,-111.9948654,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Standard Class,07-03-2023,0:16:00,10-03-2023,0:16:00,3,On time,13.0825,80.275,13859.7067,1,13859.7067,4,7
5,2,Late delivery,1,Caguas,Puerto Rico,725,18.26724815,-66.37057495,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,Second Class,06-03-2023,23:13:00,11-03-2023,23:13:00,5,Delayed,8.175,77.4306,15073.24139,0.8,12058.5931,3,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.25943756,-66.37059784,Pacific Asia,Kochi,India,South Asia,Kerala,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,07-01-2023,10:31:00,09-01-2023,10:31:00,2,On time,9.9312,76.2673,14854.13418,1,14854.1342,4,6
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.24284935,-66.03704834,Pacific Asia,Belgaum,India,South Asia,Karnataka,PENDING_PAYMENT,Fighting video games,39.75,Standard Class,24-01-2025,13:19:00,30-01-2025,13:19:00,6,Delayed,15.85,74.5,14266.92974,1,14266.9297,4,10
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.23443031,-66.37059021,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,01-01-2023,4:34:00,05-01-2023,4:34:00,4,Delayed,11.65,78.15,14897.06333,1,14897.0633,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.29038048,-66.3706131,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,15-01-2023,18:54:00,19-01-2023,18:54:00,4,Delayed,8.175,77.4306,15071.82859,1,15071.8286,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.29038048,-66.3706131,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,15-01-2023,18:54:00,19-01-2023,18:54:00,4,Delayed,8.175,77.4306,15071.82859,1,15071.8286,4,8
5,4,Late delivery,1,Caguas,Puerto Rico,725,18.26673508,-66.37054443,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,26-11-2022,5:19:00,01-12-2022,5:19:00,5,Delayed,12.9789,77.5917,14753.03097,1,14753.031,4,9
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.23443031,-66.37059021,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,01-01-2023,4:34:00,05-01-2023,4:34:00,4,Delayed,11.65,78.15,14897.06333,1,14897.0633,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.27115631,-66.37055206,Pacific Asia,Mangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,01-12-2022,8:38:00,03-12-2022,8:38:00,2,On time,12.8681,74.8425,14530.42222,1,14530.4222,4,6
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21994019,-66.37050629,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,First Class,09-03-2023,8:19:00,11-03-2023,8:19:00,2,On time,13.1147,80.1098,14950.26594,0.5,7475.133,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.23312378,-66.37056732,Pacific Asia,Mangalore,India,South Asia,Karnataka,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,First Class,30-12-2022,16:08:00,01-01-2023,16:08:00,2,On time,12.8681,74.8425,14532.93044,0.5,7266.4652,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.23312378,-66.37056732,Pacific Asia,Mangalore,India,South Asia,Karnataka,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.980011,First Class,30-12-2022,16:08:00,01-01-2023,16:08:00,2,On time,12.8681,74.8425,14532.93044,0.5,7266.4652,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.24029732,-66.03705597,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,PROCESSING,Fighting video games,39.75,First Class,20-01-2025,7:01:00,22-01-2025,7:01:00,2,On time,11.1085,77.3411,14838.55219,0.5,7419.2761,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.23312378,-66.37056732,Pacific Asia,Mangalore,India,South Asia,Karnataka,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,First Class,30-12-2022,16:08:00,01-01-2023,16:08:00,2,On time,12.8681,74.8425,14532.93044,0.5,7266.4652,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21994019,-66.37050629,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,PROCESSING,Team Golf Texas Longhorns Putter Grip,24.98999977,First Class,09-03-2023,8:19:00,11-03-2023,8:19:00,2,On time,13.1147,80.1098,14950.26594,0.5,7475.133,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725,18.21994019,-66.37050629,Pacific Asia,Avadi,India,South Asia,Tamil Nadu,PROCESSING,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,First Class,09-03-2023,8:19:00,11-03-2023,8:19:00,2,On time,13.1147,80.1098,14950.26594,0.5,7475.133,2,4
2,2,Shipping on time,0,Caguas,Puerto Rico,725,18.29172134,-66.37058258,Pacific Asia,Shimoga,India,South Asia,Karnataka,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,30-01-2023,17:18:00,01-02-2023,17:18:00,2,On time,13.9333,75.5667,14515.4259,0.8,11612.3407,3,5
3,2,Late delivery,1,Caguas,Puerto Rico,725,18.27539825,-66.0370636,Pacific Asia,Bellary,India,South Asia,Karnataka,PENDING,Lawn mower,532.5800171,Second Class,17-11-2024,6:24:00,20-11-2024,6:24:00,3,On time,15.1,76.9167,14515.83944,0.8,11612.6716,3,6
3,2,Late delivery,1,Caguas,Puerto Rico,725,18.29798698,-66.03704834,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,PENDING,Fighting video games,39.75,Second Class,20-01-2025,8:25:00,23-01-2025,8:25:00,3,On time,11.1085,77.3411,14834.75473,0.8,11867.8038,3,6
4,2,Late delivery,1,Caguas,Puerto Rico,725,18.29062271,-66.37055969,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,29-11-2022,18:48:00,03-12-2022,18:48:00,4,Delayed,13.0825,80.275,14960.65214,0.8,11968.5217,3,7
3,2,Late delivery,1,Caguas,Puerto Rico,725,18.28094482,-66.0370636,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,PROCESSING,Fighting video games,39.75,Second Class,20-01-2025,3:10:00,23-01-2025,3:10:00,3,On time,13.0825,80.275,14934.83787,0.8,11947.8703,3,6
4,2,Late delivery,1,Caguas,Puerto Rico,725,18.20522308,-66.37059784,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Second Class,22-12-2022,16:50:00,26-12-2022,16:50:00,4,Delayed,12.9789,77.5917,14757.31533,0.8,11805.8523,3,7
2,2,Shipping on time,0,Caguas,Puerto Rico,725,18.29172134,-66.37058258,Pacific Asia,Shimoga,India,South Asia,Karnataka,PENDING,Team Golf San Francisco Giants Putter Grip,24.98999977,Second Class,30-01-2023,17:18:00,01-02-2023,17:18:00,2,On time,13.9333,75.5667,14515.4259,0.8,11612.3407,3,5
4,2,Late delivery,1,Caguas,Puerto Rico,725,18.20522308,-66.37059784,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,22-12-2022,16:50:00,26-12-2022,16:50:00,4,Delayed,12.9789,77.5917,14757.31533,0.8,11805.8523,3,7
4,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.25580597,-66.03705597,Pacific Asia,Hubli,India,South Asia,Karnataka,CANCELED,Lawn mower,532.5800171,Standard Class,14-11-2024,3:26:00,18-11-2024,3:26:00,4,Delayed,15.3502,75.1376,14354.06404,1,14354.064,4,8
4,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.25580597,-66.03705597,Pacific Asia,Hubli,India,South Asia,Karnataka,CANCELED,Lawn mower,532.5800171,Standard Class,14-11-2024,3:26:00,18-11-2024,3:26:00,4,Delayed,15.355,75.1362,14353.60647,1,14353.6065,4,8
3,4,Advance shipping,0,Caguas,Puerto Rico,725,18.23427391,-66.0370636,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,PENDING,Summer dresses,215.8200073,Standard Class,30-01-2025,6:39:00,02-02-2025,6:39:00,3,On time,8.5241,76.9366,14979.01623,1,14979.0162,4,7
4,4,Shipping on time,0,San Juan,Puerto Rico,921,18.38596916,-66.0940094,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,04-03-2023,13:03:00,08-03-2023,13:03:00,4,Delayed,12.9789,77.5917,14721.95844,1,14721.9584,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.27102661,-66.37056732,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,03-11-2022,16:44:00,05-11-2022,16:44:00,2,On time,11.65,78.15,14894.56507,1,14894.5651,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.22817802,-66.3705368,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,25-02-2023,2:54:00,27-02-2023,2:54:00,2,On time,12.9789,77.5917,14755.71359,1,14755.7136,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.22817802,-66.3705368,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,25-02-2023,2:54:00,27-02-2023,2:54:00,2,On time,12.9789,77.5917,14755.71359,1,14755.7136,4,6
6,4,Late delivery,1,Caguas,Puerto Rico,725,18.27010155,-66.03705597,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Fighting video games,39.75,Standard Class,10-12-2024,10:45:00,16-12-2024,10:45:00,6,Delayed,12.9789,77.5917,14725.28395,1,14725.284,4,10
6,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.26630783,-66.37058258,Pacific Asia,Bijapur,India,South Asia,Karnataka,SUSPECTED_FRAUD,Under Armour Men's Tech II T-Shirt,24.98999977,Standard Class,09-11-2022,0:15:00,15-11-2022,0:15:00,6,Delayed,16.83,75.71,14319.32833,1,14319.3283,4,10
5,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.22165489,-66.0370636,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,SUSPECTED_FRAUD,Summer dresses,215.8200073,Standard Class,30-01-2025,7:21:00,04-02-2025,7:21:00,5,Delayed,8.5241,76.9366,14979.78186,1,14979.7819,4,9
5,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.29692459,-66.37059784,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,SUSPECTED_FRAUD,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,15-01-2023,19:15:00,20-01-2023,19:15:00,5,Delayed,8.175,77.4306,15071.42648,1,15071.4265,4,9
5,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.29692459,-66.37059784,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,SUSPECTED_FRAUD,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,15-01-2023,19:15:00,20-01-2023,19:15:00,5,Delayed,8.175,77.4306,15071.42648,1,15071.4265,4,9
5,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.29692459,-66.37059784,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,SUSPECTED_FRAUD,Diamondback Women's Serene Classic Comfort Bi,299.980011,Standard Class,15-01-2023,19:15:00,20-01-2023,19:15:00,5,Delayed,8.175,77.4306,15071.42648,1,15071.4265,4,9
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.22817802,-66.3705368,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,25-02-2023,2:54:00,27-02-2023,2:54:00,2,On time,12.9789,77.5917,14755.71359,1,14755.7136,4,6
4,4,Shipping on time,0,Caguas,Puerto Rico,725,18.26937485,-66.37060547,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,14-11-2022,7:26:00,18-11-2022,7:26:00,4,Delayed,12.9789,77.5917,14752.85223,1,14752.8522,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.27102661,-66.37056732,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,03-11-2022,16:44:00,05-11-2022,16:44:00,2,On time,11.65,78.15,14894.56507,1,14894.5651,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.22817802,-66.3705368,Pacific Asia,Bangalore,India,South Asia,Karnataka,PROCESSING,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,Standard Class,25-02-2023,2:54:00,27-02-2023,2:54:00,2,On time,12.9789,77.5917,14755.71359,1,14755.7136,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725,18.27102661,-66.37056732,Pacific Asia,Salem,India,South Asia,Tamil Nadu,PROCESSING,Titleist Pro V1x High Numbers Personalized Go,51.99000168,Standard Class,03-11-2022,16:44:00,05-11-2022,16:44:00,2,On time,11.65,78.15,14894.56507,1,14894.5651,4,6
5,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.29692459,-66.37059784,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,SUSPECTED_FRAUD,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,15-01-2023,19:15:00,20-01-2023,19:15:00,5,Delayed,8.175,77.4306,15071.42648,1,15071.4265,4,9
5,4,Shipping canceled,0,Caguas,Puerto Rico,725,18.29692459,-66.37059784,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,SUSPECTED_FRAUD,ENO Atlas Hammock Straps,29.98999977,Standard Class,15-01-2023,19:15:00,20-01-2023,19:15:00,5,Delayed,8.175,77.4306,15071.42648,1,15071.4265,4,9
